"company_id","city","state_name","lat","lng","population","position_count","wage_median"
4605,"Orlando","Florida",28.4773,-81.337,1882705,2,119439
191,"Pittsburgh","Pennsylvania",40.4397,-79.9763,1749091,3,189140
4605,"Pittsburgh","Pennsylvania",40.4397,-79.9763,1749091,5,100175
9604,"Cincinnati","Ohio",39.1413,-84.506,1692702,3,138608
9590,"Virginia Beach","Virginia",36.7335,-76.0435,1443020,16,150000
9590,"Milwaukee","Wisconsin",43.0642,-87.9675,1290940,3,81390
9590,"Jacksonville","Florida",30.3322,-81.6749,1288298,32,86445
4605,"Salt Lake City","Utah",40.7776,-111.9311,1173879,4,71280
4605,"Raleigh","North Carolina",35.8324,-78.6429,1163152,169,107005
494,"Raleigh","North Carolina",35.8324,-78.6429,1163152,3,166197
9590,"Raleigh","North Carolina",35.8324,-78.6429,1163152,5,91291
9590,"Oklahoma City","Oklahoma",35.4676,-97.5136,998806,19,140000
9590,"Fort Worth","Texas",32.7817,-97.3474,924663,31,104374
4605,"Fort Worth","Texas",32.7817,-97.3474,924663,5,122902
132,"Bridgeport","Connecticut",41.1918,-73.1954,908251,7,166650
9590,"El Paso","Texas",31.8476,-106.43,865270,5,160200
9604,"El Paso","Texas",31.8476,-106.43,865270,2,132800
132,"Birmingham","Alabama",33.5279,-86.7971,782111,8,166100
307,"Albuquerque","New Mexico",35.1054,-106.6465,769986,42,129356
9590,"Albuquerque","New Mexico",35.1054,-106.6465,769986,21,138000
9590,"Grand Rapids","Michigan",42.9619,-85.6562,609023,3,85000
4605,"Grand Rapids","Michigan",42.9619,-85.6562,609023,2,131401
9590,"Bakersfield","California",35.3529,-119.0359,571992,6,110198
9590,"Toledo","Ohio",41.6638,-83.5827,493302,2,129000
9590,"Long Beach","California",33.7977,-118.167,462293,5,108909
9604,"Reno","Nevada",39.5497,-119.8483,457702,27,131540
27732,"Reno","Nevada",39.5497,-119.8483,457702,12,139000
9590,"Reno","Nevada",39.5497,-119.8483,457702,2,57138
27732,"Lancaster","Pennsylvania",40.042,-76.3012,402476,2,123822
